SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
45	1123	0	0
46	1123	0	0
47	1123	0	0
48	1123	0	0
49	1123	0	0
50	1123	0	0
0	1124	6470949	4777022
41	1124	0	0
42	1124	0	0
43	1124	0	0
44	1124	0	0
45	1124	0	0
46	1124	0	0
47	1124	0	0
48	1124	0	0
49	1124	0	0
50	1124	0	0
0	1201	6470949	4508987
41	1201	0	0
42	1201	0	0
43	1201	0	0
44	1201	0	0
45	1201	0	0
46	1201	0	0
47	1201	0	0
48	1201	0	0
49	1201	0	0
50	1201	0	0
0	1202	6470949	4782412
41	1202	0	0
42	1202	0	0
43	1202	0	0
44	1202	0	0
45	1202	0	0
46	1202	0	0
47	1202	0	0
48	1202	0	0
49	1202	0	0
50	1202	0	0
0	1203	6470949	4829664
41	1203	0	0
42	1203	0	0
43	1203	0	0
44	1203	0	0
45	1203	0	0
46	1203	0	0
47	1203	0	0
48	1203	0	0
49	1203	0	0
50	1203	0	0
0	1204	6470949	4849745
41	1204	0	0
42	1204	0	0
43	1204	0	0
44	1204	0	0
45	1204	0	0
46	1204	0	0
47	1204	0	0
48	1204	0	0
49	1204	0	0
50	1204	0	0
0	1205	6470949	4823171
41	1205	0	0
42	1205	0	0
43	1205	0	0
44	1205	0	0
45	1205	0	0
46	1205	0	0
47	1205	0	0
48	1205	0	0
49	1205	0	0
50	1205	0	0
0	1206	6470949	4836776
41	1206	0	0
42	1206	0	0
43	1206	0	0
44	1206	0	0
45	1206	0	0
46	1206	0	0
47	1206	0	0
48	1206	0	0
49	1206	0	0
50	1206	0	0
0	1207	6470949	4822116
41	1207	0	0
42	1207	0	0
43	1207	0	0
44	1207	0	0
45	1207	0	0
46	1207	0	0
47	1207	0	0
48	1207	0	0
49	1207	0	0
50	1207	0	0
0	1208	6470949	4834617
41	1208	0	0
42	1208	0	0
43	1208	0	0
44	1208	0	0
45	1208	0	0
46	1208	0	0
47	1208	0	0
48	1208	0	0
49	1208	0	0
50	1208	0	0
0	1209	6470949	4879770
41	1209	0	0
42	1209	0	0
43	1209	0	0
44	1209	0	0
45	1209	0	0
46	1209	0	0
47	1209	0	0
48	1209	0	0
49	1209	0	0
50	1209	0	0
0	1210	6470949	4961672
41	1210	0	0
42	1210	0	0
43	1210	0	0
44	1210	0	0
45	1210	0	0
46	1210	0	0
47	1210	0	0
48	1210	0	0
49	1210	0	0
50	1210	0	0
0	1211	6470949	4956103
41	1211	0	0
42	1211	0	0
43	1211	0	0
44	1211	0	0
45	1211	0	0
46	1211	0	0
47	1211	0	0
48	1211	0	0
49	1211	0	0
50	1211	0	0
0	1212	6470949	4932625
41	1212	0	0
42	1212	0	0
43	1212	0	0
44	1212	0	0
45	1212	0	0
46	1212	0	0
47	1212	0	0
48	1212	0	0
49	1212	0	0
50	1212	0	0
0	1213	6470949	4488501
41	1213	0	0
42	1213	0	0
43	1213	0	0
44	1213	0	0
45	1213	0	0
46	1213	0	0
47	1213	0	0
48	1213	0	0
49	1213	0	0
50	1213	0	0
0	1214	6470949	4913969
41	1214	0	0
42	1214	0	0
43	1214	0	0
44	1214	0	0
45	1214	0	0
46	1214	0	0
47	1214	0	0
48	1214	0	0
49	1214	0	0
50	1214	0	0
0	1215	6470949	4897355
41	1215	0	0
42	1215	0	0
43	1215	0	0
44	1215	0	0
45	1215	0	0
46	1215	0	0
47	1215	0	0
48	1215	0	0
49	1215	0	0
50	1215	0	0
0	1216	6470949	4912341
41	1216	0	0
42	1216	0	0
43	1216	0	0
44	1216	0	0
45	1216	0	0
46	1216	0	0
47	1216	0	0
48	1216	0	0
49	1216	0	0
50	1216	0	0
0	1217	6470949	4881794
41	1217	0	0
42	1217	0	0
43	1217	0	0
44	1217	0	0
45	1217	0	0
46	1217	0	0
47	1217	0	0
48	1217	0	0
49	1217	0	0
50	1217	0	0
0	1218	6470949	4891250
41	1218	0	0
42	1218	0	0
43	1218	0	0
44	1218	0	0
45	1218	0	0
46	1218	0	0
47	1218	0	0
48	1218	0	0
49	1218	0	0
50	1218	0	0
0	1219	6470949	4882130
41	1219	0	0
42	1219	0	0
43	1219	0	0
44	1219	0	0
45	1219	0	0
46	1219	0	0
47	1219	0	0
48	1219	0	0
49	1219	0	0
50	1219	0	0
0	1220	6470949	4844417
41	1220	0	0
42	1220	0	0
43	1220	0	0
44	1220	0	0
45	1220	0	0
46	1220	0	0
47	1220	0	0
48	1220	0	0
49	1220	0	0
50	1220	0	0
0	1221	6470949	4631645
41	1221	0	0
42	1221	0	0
43	1221	0	0
44	1221	0	0
45	1221	0	0
46	1221	0	0
47	1221	0	0
48	1221	0	0
49	1221	0	0
50	1221	0	0
0	1222	6470949	4861545
41	1222	0	0
42	1222	0	0
43	1222	0	0
44	1222	0	0
45	1222	0	0
46	1222	0	0
47	1222	0	0
48	1222	0	0
49	1222	0	0
50	1222	0	0
0	1223	6470949	4817327
41	1223	0	0
42	1223	0	0
43	1223	0	0
44	1223	0	0
45	1223	0	0
46	1223	0	0
47	1223	0	0
48	1223	0	0
49	1223	0	0
50	1223	0	0
0	1224	6470949	4820632
41	1224	0	0
42	1224	0	0
43	1224	0	0
44	1224	0	0
45	1224	0	0
46	1224	0	0
47	1224	0	0
48	1224	0	0
49	1224	0	0
50	1224	0	0
0	2101	6470949	4522899
41	2101	0	0
42	2101	0	0
43	2101	0	0
44	2101	0	0
45	2101	0	0
46	2101	0	0
47	2101	0	0
48	2101	0	0
49	2101	0	0
50	2101	0	0
0	2102	6470949	4760347
41	2102	0	0
42	2102	0	0
43	2102	0	0
44	2102	0	0
45	2102	0	0
46	2102	0	0
47	2102	0	0
48	2102	0	0
49	2102	0	0
50	2102	0	0
0	2103	6470949	4835140
41	2103	0	0
42	2103	0	0
43	2103	0	0
44	2103	0	0
45	2103	0	0
46	2103	0	0
47	2103	0	0
48	2103	0	0
49	2103	0	0
50	2103	0	0
0	2104	6470949	4837207
41	2104	0	0
42	2104	0	0
43	2104	0	0
44	2104	0	0
45	2104	0	0
46	2104	0	0
47	2104	0	0
48	2104	0	0
49	2104	0	0
50	2104	0	0
0	2105	6470949	4788254
41	2105	0	0
42	2105	0	0
43	2105	0	0
44	2105	0	0
45	2105	0	0
46	2105	0	0
47	2105	0	0
48	2105	0	0
49	2105	0	0
50	2105	0	0
0	2106	6470949	4765304
41	2106	0	0
42	2106	0	0
43	2106	0	0
44	2106	0	0
45	2106	0	0
46	2106	0	0
47	2106	0	0
48	2106	0	0
49	2106	0	0
50	2106	0	0
0	2107	6470949	4821072
41	2107	0	0
42	2107	0	0
43	2107	0	0
44	2107	0	0
45	2107	0	0
46	2107	0	0
47	2107	0	0
48	2107	0	0
49	2107	0	0
50	2107	0	0
0	2108	6470949	4769235
41	2108	0	0
42	2108	0	0
43	2108	0	0
44	2108	0	0
45	2108	0	0
46	2108	0	0
47	2108	0	0
48	2108	0	0
49	2108	0	0
50	2108	0	0
0	2109	6470949	4770277
41	2109	0	0
42	2109	0	0
43	2109	0	0
44	2109	0	0
45	2109	0	0
46	2109	0	0
47	2109	0	0
48	2109	0	0
49	2109	0	0
50	2109	0	0
0	2110	6470949	4867074
41	2110	0	0
42	2110	0	0
43	2110	0	0
44	2110	0	0
45	2110	0	0
46	2110	0	0
47	2110	0	0
48	2110	0	0
49	2110	0	0
50	2110	0	0
0	2111	6470949	4863814
41	2111	0	0
42	2111	0	0
43	2111	0	0
44	2111	0	0
45	2111	0	0
46	2111	0	0
47	2111	0	0
48	2111	0	0
49	2111	0	0
50	2111	0	0
0	2112	6470949	4889452
41	2112	0	0
42	2112	0	0
43	2112	0	0
44	2112	0	0
45	2112	0	0
46	2112	0	0
47	2112	0	0
48	2112	0	0
49	2112	0	0
50	2112	0	0
0	2113	6470949	4248489
41	2113	0	0
42	2113	0	0
43	2113	0	0
44	2113	0	0
45	2113	0	0
46	2113	0	0
47	2113	0	0
48	2113	0	0
49	2113	0	0
50	2113	0	0
0	2114	6470949	4854547
41	2114	0	0
42	2114	0	0
43	2114	0	0
44	2114	0	0
45	2114	0	0
46	2114	0	0
47	2114	0	0
48	2114	0	0
49	2114	0	0
50	2114	0	0
0	2115	6470949	4820158
41	2115	0	0
42	2115	0	0
43	2115	0	0
44	2115	0	0
45	2115	0	0
46	2115	0	0
47	2115	0	0
48	2115	0	0
49	2115	0	0
50	2115	0	0
0	2116	6470949	4886477
41	2116	0	0
42	2116	0	0
43	2116	0	0
44	2116	0	0
45	2116	0	0
46	2116	0	0
47	2116	0	0
48	2116	0	0
49	2116	0	0
50	2116	0	0
0	2117	6470949	4801011
41	2117	0	0
42	2117	0	0
43	2117	0	0
44	2117	0	0
45	2117	0	0
46	2117	0	0
47	2117	0	0
48	2117	0	0
49	2117	0	0
50	2117	0	0
0	2118	6470949	4793866
41	2118	0	0
42	2118	0	0
43	2118	0	0
44	2118	0	0
45	2118	0	0
46	2118	0	0
47	2118	0	0
48	2118	0	0
49	2118	0	0
50	2118	0	0
0	2119	6470949	4814391
41	2119	0	0
42	2119	0	0
43	2119	0	0
44	2119	0	0
45	2119	0	0
46	2119	0	0
47	2119	0	0
48	2119	0	0
49	2119	0	0
50	2119	0	0
0	2120	6470949	4774965
41	2120	0	0
42	2120	0	0
43	2120	0	0
44	2120	0	0
45	2120	0	0
46	2120	0	0
47	2120	0	0
48	2120	0	0
49	2120	0	0
50	2120	0	0
0	2121	6470949	4596055
41	2121	0	0
42	2121	0	0
43	2121	0	0
44	2121	0	0
45	2121	0	0
46	2121	0	0
47	2121	0	0
48	2121	0	0
49	2121	0	0
50	2121	0	0
0	2122	6470949	4774355
41	2122	0	0
42	2122	0	0
43	2122	0	0
44	2122	0	0
45	2122	0	0
46	2122	0	0
47	2122	0	0
48	2122	0	0
49	2122	0	0
50	2122	0	0
0	2123	6470949	4435994
41	2123	0	0
42	2123	0	0
43	2123	0	0
44	2123	0	0
45	2123	0	0
46	2123	0	0
47	2123	0	0
48	2123	0	0
49	2123	0	0
50	2123	0	0
0	2124	6470949	4728770
41	2124	0	0
42	2124	0	0
43	2124	0	0
44	2124	0	0
45	2124	0	0
46	2124	0	0
47	2124	0	0
48	2124	0	0
49	2124	0	0
50	2124	0	0
0	2201	6470949	4485983
41	2201	0	0
42	2201	0	0
43	2201	0	0
44	2201	0	0
45	2201	0	0
46	2201	0	0
47	2201	0	0
48	2201	0	0
49	2201	0	0
50	2201	0	0
0	2202	6470949	4796748
41	2202	0	0
42	2202	0	0
43	2202	0	0
44	2202	0	0
45	2202	0	0
46	2202	0	0
47	2202	0	0
48	2202	0	0
49	2202	0	0
50	2202	0	0
0	2203	6470949	4794778
41	2203	0	0
42	2203	0	0
43	2203	0	0
44	2203	0	0
45	2203	0	0
46	2203	0	0
47	2203	0	0
48	2203	0	0
49	2203	0	0
50	2203	0	0
0	2204	6470949	4841675
41	2204	0	0
42	2204	0	0
43	2204	0	0
44	2204	0	0
45	2204	0	0
46	2204	0	0
47	2204	0	0
48	2204	0	0
49	2204	0	0
50	2204	0	0
0	2205	6470949	4750961
41	2205	0	0
42	2205	0	0
43	2205	0	0
44	2205	0	0
45	2205	0	0
46	2205	0	0
47	2205	0	0
48	2205	0	0
49	2205	0	0
50	2205	0	0
0	2206	6470949	4801919
41	2206	0	0
42	2206	0	0
43	2206	0	0
44	2206	0	0
45	2206	0	0
46	2206	0	0
47	2206	0	0
48	2206	0	0
49	2206	0	0
50	2206	0	0
0	2207	6470949	4883932
41	2207	0	0
42	2207	0	0
43	2207	0	0
44	2207	0	0
45	2207	0	0
46	2207	0	0
47	2207	0	0
48	2207	0	0
49	2207	0	0
50	2207	0	0
0	2208	6470949	4855320
41	2208	0	0
42	2208	0	0
43	2208	0	0
44	2208	0	0
45	2208	0	0
46	2208	0	0
47	2208	0	0
48	2208	0	0
49	2208	0	0
50	2208	0	0
0	2209	6470949	4629610
41	2209	0	0
42	2209	0	0
43	2209	0	0
44	2209	0	0
45	2209	0	0
46	2209	0	0
47	2209	0	0
48	2209	0	0
49	2209	0	0
50	2209	0	0
0	2210	6470949	4909591
41	2210	0	0
42	2210	0	0
43	2210	0	0
44	2210	0	0
45	2210	0	0
46	2210	0	0
47	2210	0	0
48	2210	0	0
49	2210	0	0
50	2210	0	0
0	2211	6470949	4886246
41	2211	0	0
42	2211	0	0
43	2211	0	0
44	2211	0	0
45	2211	0	0
46	2211	0	0
47	2211	0	0
48	2211	0	0
49	2211	0	0
50	2211	0	0
0	2212	6470949	4776388
41	2212	0	0
42	2212	0	0
43	2212	0	0
44	2212	0	0
45	2212	0	0
46	2212	0	0
47	2212	0	0
48	2212	0	0
49	2212	0	0
50	2212	0	0
0	2213	6470949	4486574
41	2213	0	0
42	2213	0	0
43	2213	0	0
44	2213	0	0
45	2213	0	0
46	2213	0	0
47	2213	0	0
48	2213	0	0
49	2213	0	0
50	2213	0	0
0	2214	6470949	4878368
41	2214	0	0
42	2214	0	0
43	2214	0	0
44	2214	0	0
45	2214	0	0
46	2214	0	0
47	2214	0	0
48	2214	0	0
49	2214	0	0
50	2214	0	0
0	2215	6470949	4847456
41	2215	0	0
42	2215	0	0
43	2215	0	0
44	2215	0	0
45	2215	0	0
46	2215	0	0
47	2215	0	0
48	2215	0	0
49	2215	0	0
50	2215	0	0
0	2216	6470949	4867068
41	2216	0	0
42	2216	0	0
43	2216	0	0
44	2216	0	0
45	2216	0	0
46	2216	0	0
47	2216	0	0
48	2216	0	0
49	2216	0	0
50	2216	0	0
0	2217	6470949	4789038
41	2217	0	0
42	2217	0	0
43	2217	0	0
44	2217	0	0
45	2217	0	0
46	2217	0	0
47	2217	0	0
48	2217	0	0
49	2217	0	0
50	2217	0	0
0	2218	6470949	4879970
41	2218	0	0
42	2218	0	0
43	2218	0	0
44	2218	0	0
45	2218	0	0
46	2218	0	0
47	2218	0	0
48	2218	0	0
49	2218	0	0
50	2218	0	0
0	2219	6470949	4898878
41	2219	0	0
42	2219	0	0
43	2219	0	0
44	2219	0	0
45	2219	0	0
46	2219	0	0
47	2219	0	0
48	2219	0	0
49	2219	0	0
50	2219	0	0
0	2220	6470949	4880296
41	2220	0	0
42	2220	0	0
43	2220	0	0
44	2220	0	0
45	2220	0	0
46	2220	0	0
47	2220	0	0
48	2220	0	0
49	2220	0	0
50	2220	0	0
0	2221	6470949	4607186
41	2221	0	0
42	2221	0	0
43	2221	0	0
44	2221	0	0
45	2221	0	0
46	2221	0	0
47	2221	0	0
48	2221	0	0
49	2221	0	0
50	2221	0	0
0	2222	6470949	4799228
41	2222	0	0
42	2222	0	0
43	2222	0	0
44	2222	0	0
45	2222	0	0
46	2222	0	0
47	2222	0	0
48	2222	0	0
49	2222	0	0
50	2222	0	0
0	2223	6470949	4783995
41	2223	0	0
42	2223	0	0
43	2223	0	0
44	2223	0	0
45	2223	0	0
46	2223	0	0
47	2223	0	0
48	2223	0	0
49	2223	0	0
50	2223	0	0
0	2224	6470949	4787319
41	2224	0	0
42	2224	0	0
43	2224	0	0
44	2224	0	0
45	2224	0	0
46	2224	0	0
47	2224	0	0
48	2224	0	0
49	2224	0	0
50	2224	0	0
