SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
51	1208	0	0
52	1208	0	0
53	1208	7	7
54	1208	15	15
55	1208	6	6
56	1208	0	0
57	1208	0	0
58	1208	0	0
59	1208	2	2
60	1208	0	0
0	1209	6470916	4912021
51	1209	0	0
52	1209	0	0
53	1209	4	4
54	1209	20	20
55	1209	8	8
56	1209	0	0
57	1209	0	0
58	1209	0	0
59	1209	1	1
60	1209	0	0
0	1210	6470923	4985099
51	1210	0	0
52	1210	0	0
53	1210	3	3
54	1210	16	16
55	1210	4	4
56	1210	0	0
57	1210	0	0
58	1210	0	0
59	1210	3	3
60	1210	0	0
0	1211	6470929	4985043
51	1211	0	0
52	1211	0	0
53	1211	2	2
54	1211	14	14
55	1211	3	3
56	1211	0	0
57	1211	0	0
58	1211	0	0
59	1211	1	1
60	1211	0	0
0	1212	6470934	4937535
51	1212	0	0
52	1212	0	0
53	1212	2	2
54	1212	7	7
55	1212	3	3
56	1212	0	0
57	1212	0	0
58	1212	0	0
59	1212	3	3
60	1212	0	0
0	1213	6470917	4803696
51	1213	0	0
52	1213	0	0
53	1213	3	3
54	1213	23	23
55	1213	3	3
56	1213	0	0
57	1213	0	0
58	1213	0	0
59	1213	3	3
60	1213	0	0
0	1214	6470922	4991049
51	1214	0	0
52	1214	0	0
53	1214	5	5
54	1214	16	16
55	1214	3	3
56	1214	0	0
57	1214	0	0
58	1214	0	0
59	1214	3	3
60	1214	0	0
0	1215	6470935	4971662
51	1215	0	0
52	1215	0	0
53	1215	3	3
54	1215	11	11
55	1215	0	0
56	1215	0	0
57	1215	0	0
58	1215	0	0
59	1215	0	0
60	1215	0	0
0	1216	6470925	4934505
51	1216	0	0
52	1216	0	0
53	1216	3	3
54	1216	18	18
55	1216	3	3
56	1216	0	0
57	1216	0	0
58	1216	0	0
59	1216	0	0
60	1216	0	0
0	1217	6470930	4895121
51	1217	0	0
52	1217	0	0
53	1217	5	5
54	1217	11	11
55	1217	2	2
56	1217	0	0
57	1217	0	0
58	1217	0	0
59	1217	1	1
60	1217	0	0
0	1218	6470932	4938236
51	1218	0	0
52	1218	0	0
53	1218	0	0
54	1218	10	10
55	1218	4	4
56	1218	0	0
57	1218	0	0
58	1218	0	0
59	1218	2	2
60	1218	1	1
0	1219	6470933	4924659
51	1219	0	0
52	1219	1	1
53	1219	3	3
54	1219	10	10
55	1219	1	1
56	1219	0	0
57	1219	0	0
58	1219	0	0
59	1219	1	1
60	1219	0	0
0	1220	6470923	4877663
51	1220	1	1
52	1220	0	0
53	1220	5	5
54	1220	17	17
55	1220	1	1
56	1220	0	0
57	1220	0	0
58	1220	0	0
59	1220	2	2
60	1220	0	0
0	1221	6470929	4775197
51	1221	0	0
52	1221	0	0
53	1221	5	5
54	1221	10	10
55	1221	4	4
56	1221	0	0
57	1221	0	0
58	1221	0	0
59	1221	1	1
60	1221	0	0
0	1222	6470929	4874600
51	1222	1	1
52	1222	1	1
53	1222	3	3
54	1222	13	13
55	1222	2	2
56	1222	0	0
57	1222	0	0
58	1222	0	0
59	1222	0	0
60	1222	0	0
0	1223	6470932	4811095
51	1223	0	0
52	1223	0	0
53	1223	3	3
54	1223	13	13
55	1223	1	1
56	1223	0	0
57	1223	0	0
58	1223	0	0
59	1223	0	0
60	1223	0	0
0	1224	6470935	4817354
51	1224	2	2
52	1224	0	0
53	1224	4	4
54	1224	7	7
55	1224	1	1
56	1224	0	0
57	1224	0	0
58	1224	0	0
59	1224	0	0
60	1224	0	0
0	2101	6470926	4509413
51	2101	0	0
52	2101	0	0
53	2101	4	4
54	2101	14	14
55	2101	1	1
56	2101	0	0
57	2101	0	0
58	2101	0	0
59	2101	3	3
60	2101	1	1
0	2102	6470935	4794946
51	2102	0	0
52	2102	0	0
53	2102	2	2
54	2102	11	11
55	2102	0	0
56	2102	0	0
57	2102	0	0
58	2102	0	0
59	2102	1	1
60	2102	0	0
0	2103	6470924	4855661
51	2103	0	0
52	2103	0	0
53	2103	3	3
54	2103	18	18
55	2103	1	1
56	2103	0	0
57	2103	0	0
58	2103	0	0
59	2103	3	3
60	2103	0	0
0	2104	6470937	4906397
51	2104	0	0
52	2104	0	0
53	2104	0	0
54	2104	10	10
55	2104	2	2
56	2104	0	0
57	2104	0	0
58	2104	0	0
59	2104	0	0
60	2104	0	0
0	2105	6470935	4875874
51	2105	0	0
52	2105	0	0
53	2105	0	0
54	2105	11	11
55	2105	2	2
56	2105	0	0
57	2105	0	0
58	2105	0	0
59	2105	1	1
60	2105	0	0
0	2106	6470932	4855814
51	2106	0	0
52	2106	0	0
53	2106	3	3
54	2106	12	12
55	2106	2	2
56	2106	0	0
57	2106	0	0
58	2106	0	0
59	2106	0	0
60	2106	0	0
0	2107	6470937	4900066
51	2107	0	0
52	2107	0	0
53	2107	1	1
54	2107	10	10
55	2107	0	0
56	2107	0	0
57	2107	0	0
58	2107	0	0
59	2107	1	1
60	2107	0	0
0	2108	6470922	4874525
51	2108	1	1
52	2108	0	0
53	2108	2	2
54	2108	18	18
55	2108	3	3
56	2108	0	0
57	2108	0	0
58	2108	0	0
59	2108	3	3
60	2108	0	0
0	2109	6470949	4864190
51	2109	0	0
52	2109	0	0
53	2109	0	0
54	2109	0	0
55	2109	0	0
56	2109	0	0
57	2109	0	0
58	2109	0	0
59	2109	0	0
60	2109	0	0
0	2110	6470927	4887852
51	2110	0	0
52	2110	0	0
53	2110	3	3
54	2110	13	13
55	2110	4	4
56	2110	0	0
57	2110	0	0
58	2110	0	0
59	2110	2	2
60	2110	0	0
0	2111	6470932	4944539
51	2111	0	0
52	2111	0	0
53	2111	1	1
54	2111	12	12
55	2111	1	1
56	2111	0	0
57	2111	0	0
58	2111	0	0
59	2111	3	3
60	2111	0	0
0	2112	6470925	4922538
51	2112	0	0
52	2112	0	0
53	2112	5	5
54	2112	14	14
55	2112	1	1
56	2112	0	0
57	2112	0	0
58	2112	0	0
59	2112	4	4
60	2112	0	0
0	2113	6470932	4811396
51	2113	0	0
52	2113	0	0
53	2113	2	2
54	2113	9	9
55	2113	4	4
56	2113	0	0
57	2113	0	0
58	2113	0	0
59	2113	2	2
60	2113	0	0
0	2114	6470929	4874725
51	2114	0	0
52	2114	0	0
53	2114	6	6
54	2114	11	11
55	2114	3	3
56	2114	0	0
57	2114	0	0
58	2114	0	0
59	2114	0	0
60	2114	0	0
0	2115	6470931	4886299
51	2115	0	0
52	2115	0	0
53	2115	7	7
54	2115	10	10
55	2115	0	0
56	2115	0	0
57	2115	0	0
58	2115	0	0
59	2115	1	1
60	2115	0	0
0	2116	6470923	4778363
51	2116	0	0
52	2116	0	0
53	2116	5	5
54	2116	13	13
55	2116	2	2
56	2116	0	0
57	2116	0	0
58	2116	0	0
59	2116	6	6
60	2116	0	0
0	2117	6470923	4664640
51	2117	0	0
52	2117	0	0
53	2117	6	6
54	2117	12	12
55	2117	5	5
56	2117	0	0
57	2117	0	0
58	2117	0	0
59	2117	3	3
60	2117	0	0
0	2118	6470896	4867890
51	2118	0	0
52	2118	0	0
53	2118	10	10
54	2118	24	24
55	2118	9	9
56	2118	0	0
57	2118	0	0
58	2118	0	0
59	2118	10	10
60	2118	0	0
0	2119	6470937	4916658
51	2119	0	0
52	2119	0	0
53	2119	2	2
54	2119	6	6
55	2119	2	2
56	2119	0	0
57	2119	0	0
58	2119	0	0
59	2119	2	2
60	2119	0	0
0	2120	6470927	4805078
51	2120	0	0
52	2120	0	0
53	2120	2	2
54	2120	14	14
55	2120	3	3
56	2120	0	0
57	2120	0	0
58	2120	0	0
59	2120	3	3
60	2120	0	0
0	2121	6470928	4658104
51	2121	0	0
52	2121	0	0
53	2121	5	5
54	2121	15	15
55	2121	1	1
56	2121	0	0
57	2121	0	0
58	2121	0	0
59	2121	0	0
60	2121	0	0
0	2122	6470923	4770417
51	2122	0	0
52	2122	0	0
53	2122	4	4
54	2122	19	19
55	2122	1	1
56	2122	0	0
57	2122	0	0
58	2122	0	0
59	2122	2	2
60	2122	0	0
0	2123	6470923	4781827
51	2123	0	0
52	2123	0	0
53	2123	8	8
54	2123	13	13
55	2123	1	1
56	2123	0	0
57	2123	0	0
58	2123	0	0
59	2123	4	4
60	2123	0	0
0	2124	6470913	4759374
51	2124	0	0
52	2124	1	1
53	2124	5	5
54	2124	23	23
55	2124	5	5
56	2124	0	0
57	2124	0	0
58	2124	0	0
59	2124	2	2
60	2124	0	0
0	2201	6470914	4586103
51	2201	1	1
52	2201	1	1
53	2201	5	5
54	2201	23	23
55	2201	3	3
56	2201	0	0
57	2201	0	0
58	2201	0	0
59	2201	2	2
60	2201	0	0
0	2202	6470934	4878105
51	2202	0	0
52	2202	0	0
53	2202	1	1
54	2202	7	7
55	2202	5	5
56	2202	0	0
57	2202	0	0
58	2202	0	0
59	2202	1	1
60	2202	1	1
0	2203	6470925	4874772
51	2203	1	1
52	2203	0	0
53	2203	6	6
54	2203	16	16
55	2203	1	1
56	2203	0	0
57	2203	0	0
58	2203	0	0
59	2203	0	0
60	2203	0	0
0	2204	6470942	4855394
51	2204	0	0
52	2204	0	0
53	2204	1	1
54	2204	5	5
55	2204	1	1
56	2204	0	0
57	2204	0	0
58	2204	0	0
59	2204	0	0
60	2204	0	0
0	2205	6470934	4883741
51	2205	0	0
52	2205	0	0
53	2205	4	4
54	2205	9	9
55	2205	2	2
56	2205	0	0
57	2205	0	0
58	2205	0	0
59	2205	0	0
60	2205	0	0
0	2206	6470935	4951367
51	2206	0	0
52	2206	0	0
53	2206	5	5
54	2206	5	5
55	2206	2	2
56	2206	0	0
57	2206	0	0
58	2206	0	0
59	2206	2	2
60	2206	0	0
0	2207	6470924	4911709
51	2207	0	0
52	2207	0	0
53	2207	3	3
54	2207	16	16
55	2207	1	1
56	2207	0	0
57	2207	0	0
58	2207	0	0
59	2207	4	4
60	2207	1	1
0	2208	6470938	4873458
51	2208	0	0
52	2208	0	0
53	2208	3	3
54	2208	7	7
55	2208	0	0
56	2208	0	0
57	2208	0	0
58	2208	0	0
59	2208	1	1
60	2208	0	0
0	2209	6470932	4866839
51	2209	0	0
52	2209	0	0
53	2209	0	0
54	2209	15	15
55	2209	1	1
56	2209	0	0
57	2209	0	0
58	2209	0	0
59	2209	1	1
60	2209	0	0
0	2210	6470924	4941915
51	2210	0	0
52	2210	0	0
53	2210	3	3
54	2210	16	16
55	2210	1	1
56	2210	0	0
57	2210	0	0
58	2210	0	0
59	2210	4	4
60	2210	1	1
0	2211	6470923	4928383
51	2211	0	0
52	2211	0	0
53	2211	4	4
54	2211	18	18
55	2211	2	2
56	2211	0	0
57	2211	0	0
58	2211	0	0
59	2211	2	2
60	2211	0	0
0	2212	6470925	4938444
51	2212	0	0
52	2212	0	0
53	2212	2	2
54	2212	21	21
55	2212	0	0
56	2212	0	0
57	2212	0	0
58	2212	0	0
59	2212	1	1
60	2212	0	0
0	2213	6470924	4825242
51	2213	1	1
52	2213	0	0
53	2213	3	3
54	2213	15	15
55	2213	3	3
56	2213	0	0
57	2213	0	0
58	2213	0	0
59	2213	3	3
60	2213	0	0
0	2214	6470925	4836829
51	2214	0	0
52	2214	0	0
53	2214	3	3
54	2214	16	16
55	2214	2	2
56	2214	0	0
57	2214	0	0
58	2214	0	0
59	2214	3	3
60	2214	0	0
0	2215	6470925	4965672
51	2215	1	1
52	2215	0	0
53	2215	4	4
54	2215	13	13
55	2215	4	4
56	2215	0	0
57	2215	0	0
58	2215	0	0
59	2215	2	2
60	2215	0	0
0	2216	6470926	4891432
51	2216	0	0
52	2216	0	0
53	2216	5	5
54	2216	16	16
55	2216	1	1
56	2216	0	0
57	2216	0	0
58	2216	0	0
59	2216	1	1
60	2216	0	0
0	2217	6470937	4799292
51	2217	0	0
52	2217	0	0
53	2217	2	2
54	2217	8	8
55	2217	1	1
56	2217	0	0
57	2217	0	0
58	2217	0	0
59	2217	1	1
60	2217	0	0
0	2218	6470935	4905133
51	2218	0	0
52	2218	0	0
53	2218	2	2
54	2218	9	9
55	2218	2	2
56	2218	0	0
57	2218	0	0
58	2218	0	0
59	2218	1	1
60	2218	0	0
0	2219	6470934	4939303
51	2219	0	0
52	2219	0	0
53	2219	6	6
54	2219	4	4
55	2219	2	2
56	2219	0	0
57	2219	0	0
58	2219	0	0
59	2219	3	3
60	2219	0	0
0	2220	6470932	4880907
51	2220	0	0
52	2220	0	0
53	2220	3	3
54	2220	13	13
55	2220	1	1
56	2220	0	0
57	2220	0	0
58	2220	0	0
59	2220	0	0
60	2220	0	0
0	2221	6470933	4704623
51	2221	0	0
52	2221	0	0
53	2221	8	8
54	2221	6	6
55	2221	0	0
56	2221	0	0
57	2221	0	0
58	2221	0	0
59	2221	2	2
60	2221	0	0
0	2222	6470941	4875239
51	2222	0	0
52	2222	0	0
53	2222	0	0
54	2222	6	6
55	2222	0	0
56	2222	0	0
57	2222	0	0
58	2222	0	0
59	2222	2	2
60	2222	0	0
0	2223	6470936	4800825
51	2223	0	0
52	2223	0	0
53	2223	1	1
54	2223	7	7
55	2223	4	4
56	2223	0	0
57	2223	0	0
58	2223	0	0
59	2223	1	1
60	2223	0	0
0	2224	6470932	4793169
51	2224	1	1
52	2224	1	1
53	2224	5	5
54	2224	9	9
55	2224	1	1
56	2224	0	0
57	2224	0	0
58	2224	0	0
59	2224	0	0
60	2224	0	0
